Texto,classification_spanish
"Ahí cierro el paréntesis para decir: muchas veces hay abogados, gestores, asesores, que tienen una visión de las cosas y no dejan de cobrar. No es en todos los casos, hay mucha gente de organizaciones sociales honesta, pero también hay vivales en derechos humanos, en ambientalismo, hay seudoambientalistas.",opinion
"Hace como un mes ―los conozco muy bien― había un problema en algún lugar, ya saben ellos a qué me refiero, y le pregunté a la empresa: Oye, ¿cómo resolviste el problema ambiental?, porque no le permitían construir, y se empezó a reír, o sea, ‘maiceó’ al ambientalista, al seudoambientalista. Y así hay, como arroz, muchos aprovechados.",opinion
" Bueno, mira, qué bien que me haces esa pregunta y te referiste a un pronunciamiento, creo que de hace dos o tres días. Una compañera me preguntó, una compañera periodista me preguntó que si cómo veía —palabras más, palabras menos— que madres buscadoras de desaparecidos planteaban que se enviara un mensaje de tregua a la delincuencia para que se cesara la violencia, así más o menos. Lo que dije es que yo estaba a favor de cualquier medida que nos permitiera vivir en paz.",opinion
"Al día siguiente en el periódico El Universal… Para que vean a la manipulación a la que estamos expuestos, cómo tenemos que andar a las vivas. Por eso, cada vez estoy más convencido de dos cosas:",opinion
"Primero, que no había democracia en México, que era una oligarquía con fachada de democracia.",opinion
"Pero de aquí surge la pregunta, con jiribilla. Ahora sí que, hablando en términos de béisbol, era una pelota enjabonada, una moña.",opinion
"Entonces, esa es mi respuesta: claro que nosotros ayudamos en todo lo que tiene que ver con la paz, pero la responsabilidad de garantizar la paz, la tranquilidad es del Estado mexicano y no podemos renunciar a eso.",opinion
"Y yo creo que esa percepción… Acuérdense cuál es la técnica principal del periodismo tendencioso: una mentira que se repite muchas veces puede convertirse en verdad. Esto viene desde antes de Goebbels, se le atribuye a Goebbels al de propagan de Hitler, pero no, siempre se ha usado eso.",opinion
"Entonces, empezaron con una campaña así y seguramente la gente en Tamaulipas debe estar pensando: ‘Si desde que entró el doctor… Tan bien que estábamos. ¡Ay, nanita!’",opinion
"Entonces, por tu pregunta, ¿cómo estamos?, yo le tengo confianza al gobernador y considero que vamos bien.",opinion
"En que les estamos quitando a los jóvenes, que ya no los pueden enganchar, porque los jóvenes tienen becas y tienen el programa Jóvenes Construyendo el Futuro, que les permite tener empleos, que les permite tener un salario mínimo, que como ahora el salario ha aumentado ya no es poca cosa, es que no tengan semilleros, que no haya jóvenes sin futuro o que caigan en la frustración, sino que vamos todos juntos.",opinion
" Ya, ¿cómo se dice en el periodismo?, ya hubo un adelanto ayer, se llegó a un acuerdo, informo al pueblo de México, con la empresa del señor Germán Larrea, Grupo México, porque se decidió, de conformidad con un decreto, recuperar para la nación un tramo de la vía del Ferrocarril del Sureste en el Istmo de Tehuantepec, y se llegó al acuerdo de entregar voluntariamente este tramo de concesión, que es estratégico porque es el istmo.",opinion
" Ah, se les otorga derecho de paso, nada más que tienen que pagar una cuota a la empresa de Marina. A ver, explícalo.",opinion
"¿Qué les pareces si nos vamos a desayunar? Es que nos vamos a seguir viendo, vamos al acto del Día de los Marinos.",opinion
¿Qué le va a aumentar o qué le va a afectar a los de arriba?,opinion
"Nada más por eso deberíamos decir todos los mexicanos que no regresen los neoliberales corruptos; o que regresen, pero lo que se llevaron. Pero esto fue un agravio. ¿Cómo lo explican los defensores del modelo neoliberal, sus voceros, achichincles? ¿Cómo? ¿Por qué no ofrecen disculpa, porque engañaron durante años a los mexicanos de que si aumentan los salarios se iba a disparar la inflación? Estos analistas, comentaristas, expertos económicos, los quiero escuchar. ¿Por qué decían que no había que aumentar el salario porque se producía inflación? Una gran mentira envuelta en tecnicismos.",opinion
"Adelante. Y esta es la mesa, esto es, como dicen algunos, la neta del planeta. Cuando entramos, el salario mínimo alcanzaba para comprar tres kilos 100 gramos de frijol y ahora alcanza para comprar cuatro kilos 800 gramos; cuando entramos, alcanzaba para comprar tres kilos 200 gramos de huevo, ahora alcanza para un kilo más, 4.2; cuando entramos, el salario alcanzaba para comprar 3.5 kilos de tortilla, ahora alcanza para 10, y con la inflación que se nos presentó por la guerra de Ucrania y Rusia. No les estoy echando la culpa, como dicen los tecnócratas, a factores externos, no, es real, ya venía mal la economía con la pandemia y se desata la guerra y se produce este fenómeno inflacionario. Por eso, no a la guerra, sí a la paz.",opinion
" El Financiero, o el Reforma, porque entonces sí saldrían corriendo, les daría miedo, pero como tienen buena información saben lo que está sucediendo realmente en el país.",opinion
"Ojalá y ofrecieran disculpa. A ver qué puede decir Claudio X. González papá, Claudio X. González hijo, todos estos que apuntalaron todo el régimen de corrupción y se beneficiaron de la corrupción, y ahora aparecen como los paladines de la honestidad, de la integridad, de libertad, de la democracia, de las buenas costumbres. Pues eso es.",opinion
"Adelante. Y esto es importantísimo porque, sí, está bien rescatar la soberanía energética, y la gente: ‘Y yo en qué me beneficio?’",opinion
"‘Tenemos un tesoro en el fondo del mar, pero no podemos sacarlo porque hay que reformar la Constitución —cómo engañaron, porque son unos cretinos— y si sacamos ese tesoro, si hacemos la reforma energética, va a llegar la inversión a raudales a la industria petrolera, vamos a producir tres, cuatro millones de barriles diarios, va a bajar el precio de las gasolinas, va a bajar el precio de la luz’",opinion
"Y los medios, en su papel de manipular, a todo lo que daba, a todo lo que daba, con honrosas excepciones. Pero cuando hablo de honrosas excepciones son muy pocas, uno al millar, como se decía antes, muy pocas.",opinion
"Pero también aquí, imagínense cuántas mentiras. Una vez el secretario de Hacienda —lo voy a repetir, lo tengo que repetir, sobre todo para los jóvenes, porque ya hay algunos que está difícil que despierten, aunque no hay que perder la fe— un concuño de Carlos Salinas que llegó a ser secretario de Hacienda con Peña, venía desde Calderón, subsecretario de Hacienda, director del Seguro Social y luego secretario de Hacienda, llegó a decir que no importaba que aumentara el precio de las gasolinas porque la mayoría del pueblo de México no tenía carros, no tenía vehículos. Imagínense.",opinion
"Todavía fue más fino en su manejo truculento justificatorio de Aspe, otro secretario de Hacienda de Salinas, que soltó el sofisma que para qué se impulsaba la producción en México si en un mundo globalizado podíamos comprar lo que necesitáramos y más barato. Por eso se quitaron todos los apoyos al campo, a la industria.",opinion
"Otro también experto, otra eminencia, Serra Puche, o Gurría, alguno de esos dos, tú me vas a ayudar, el que dijo que la mejor política industrial era la que no existía. Serra Puche.",opinion
" Sí, pero eso fue Aspe, que la pobreza era un mito genial, y hubo uno con Calderón que dijo que se podía vivir con el salario mínimo o algo así.",opinion
" Cordero. Pura eminencia, y casi todos del ITAM, ¿eh?, o sea, con todo respeto al ITAM y a la gente que estudió ahí.",opinion
"Y aquí tenemos también nuestros tecnócratas, y muy buenos. Que yo recuerde, pues Zoé, es muy buen director del Seguro Social, es de Ciencia Política del ITAM. Pero antes predominaban en todos lados, Hacienda, todos los secretarios o maestros o alumnos del ITAM. Bueno, el ITAM no sólo mayoriteaba en los altos niveles del gobierno, sino en materia económica financiera, sino hasta en ciencia política, en derecho. En la UNAM llegaron a ser jefes de investigación los abogados del ITAM, pobre de mi alma mater; pero, bueno, ya se va a recuperar, por los alumnos, por los maestros, yo espero eso.",opinion
"Entonces, es una idea, también para contrarrestar los ataques, la mala información. Hay que estar informando, pero que la gente sepa vamos bien en la economía, bien en lo social.",opinion
"Ayer y antier, que estuve en Tamaulipas, en tampoco, en Madero, en Altamira, la gente muy contenta, muy alegre, muy esperanzada, y así está en todo el país. Y vamos a seguir sacando adelante a nuestro querido México. Muy bien.",opinion
"Presidente, pues el próximo lunes se cumplen 14 años del lamentable incendio en la Guardería ABC, en donde fallecieron 49 niños y decenas quedaron heridos. Entonces, preguntarle: ¿qué mensaje les enviaría a los papás para esta fecha del lunes?",opinion
"En una segunda pregunta, presidente, bueno, ya tiene más de dos semanas los agricultores del Valle del Yaqui que están haciendo un plantón en la en la Sader, allá en Ciudad Obregón. Ellos están pidiendo que se les mejore el Precio de Garantía del trigo, principalmente, y del maíz.",opinion
"¿Cuándo ven ustedes en las antesalas —y eso me molesta mucho, ahora ha ido cambiando— en la antesala del secretario de Hacienda que estén campesinos, que estén obreros?",opinion
"Preguntarle, presidente: ¿qué le diría usted a la persona que ocuparía la silla presidencial dentro de un año?, ¿qué consejo le daría?, ¿cuál sería ese mensaje que le diría a quien lo sucedería en la Presidencia?",opinion
"Y derivado de esto, presidente, también si nos podría platicar usted un poco sobre esas conversaciones que tuvo en su momento con el expresidente Peña. Usted se refiere a él con mucho respeto sobre como llevó el proceso electoral en 2018.",opinion
"Entonces, presidente, preguntarle muy puntualmente: ¿Qué le diría usted a la persona que va a ocupar la silla presidencial, ‘la silla del águila’, como se le conoce, en el 2024?, ¿qué consejos le daría, presidente?",opinion
"Porque ese dinero es del pueblo, es una migaja que le están dando de lo mucho que le pertenece. Pero sí una mentira piadosa:’ Sí, sí, no te preocupes, ahí vamos a estar, seguro’.",opinion
"Y el voto es libre y es secreto, y cuando tengan la boleta que decidan de acuerdo a sus convicciones, que ejerzan la libertad, que hagan valer la democracia y que voten por el que les dicte su conciencia.",opinion
"Que la despensa, que ahí están los 500, los mil, los dos mil, los cinco mil, ‘sí, cómo no, no te preocupes’. Vota libre —no puedo hacerlo completo— y ‘toma tú Champotón’.",opinion
