index,Texto,classification_spanish,Clasificacion,new_classification
8523,"Y otro asunto, a los periodistas que les dio, porque ni modo que no entregó dinero a periodistas, regalos. Todo eso, todo eso ayuda a decir: Bueno, ya cooperó, devolvió el dinero, pues que siga su juicio en libertad. Pero si no devuelve el dinero y nada más va a decir: ‘Es Peña Nieto’, no, a ver, son las dos cosas, informa bien para que continúe la investigación y devuelve el dinero.",corrupcion,,Corruption
9737,"Entonces, estamos levantando el sistema de salud. Si me dices: ‘¿Cómo reivindico a mi padre por su padecimiento, su sufrimiento y su muerte?’, yo te diría que estamos todos empeñados en que ya no se presenten estos casos. Para eso necesitamos un sistema de salud pública de calidad, con médicos, con especialistas, con estudios, con medicamentos gratuitos, que se garantice el derecho del pueblo a la salud, como está establecido en el artículo 4º de la Constitución, pero es letra muerte.",corrupcion,,Corruption
14368,"Por eso, desde que llega Fox a la Presidencia, su secretario de Hacienda —imagínense lo que iba a significar un cambio— había estado de subsecretario de Hacienda con Salinas, pero, además, era empleado de Roberto Hernández, que había recibido Banamex de Salinas y se había favorecido también con el Fobaproa, porque fueron de los rescatados con dinero del presupuesto cuando se convirtieron las deudas privadas de este grupo en deuda pública.",corrupcion,,Corruption
69,"Ah, una que es buenísima, de primera, que no sé cómo no se dieron cuenta o no pudieron, los agarramos como dormidos, pero fue buenísima la reforma al artículo 28 de la Constitución para no permitir la condonación de impuestos, esa fue clave. Porque imagínense cuánto dinero se dejaba de recibir en la hacienda pública porque se condonaban los impuestos, no pagaban impuestos los potentados, esa es la gran reforma.",corrupcion,apoyo,Corruption
8910,"Hoy en la mañana, en la reunión de seguridad se nos presentó un informe sobre un video que se difundió hace unos días, un reportaje, y se difundió en Inglaterra, desde luego en Estados Unidos y en México, y es una especie de collage; es decir, retoman imágenes de otros tiempos, de otros lugares y acomodan esas imágenes, y pues casi todo es mentira, lo que difunden; o son medias verdades, que es otra de las estrategias de la manipulación periodística o de los medios, las medias verdades, que son muchas veces mentiras completas.",corrupcion,,Corruption
8690," Eso a lo mismo, sí, Federico Reyes Heroles, que han vivido todo el tiempo del cuento de la transparencia. Imagínense, el instituto de la transparencia en el periodo de mayor saqueo en la historia de México. ¿Y qué ha hecho Federico y todos los demás? ¿Qué han hecho? ¿Qué hicieron? ¿Cuándo han hecho una denuncia? ¿Fueron ellos los que denunciaron a García Luna? ¿No se daban cuenta? ¿No sabían?",corrupcion,,Corruption
10875,"Entonces, todos estos gobiernos neoliberales de los últimos tiempos se dedicaron a entregar bienes, a entregar lo público a particulares, el caso del ferrocarril fue…",corrupcion,,Corruption
2579,"Bueno, si había tres, cuatro, cinco proveedores de papelería en un municipio, en un pueblo, ellos —porque además suelen ser estos hombres sin principios, conservadores, muy corruptos y hambrientos de dinero— ellos creaban sus empresas para venderse ellos mismos el papel y a todos los demás, que abastecían, que vendían las hojas de papel o lo que fuese, pues ya no les compraban nada, porque ya había un proveedor de ellos mismos, un prestanombres, por el hambre del dinero.",corrupcion,,Corruption
2586,"Pero sí existen las denuncias. No sé, no me consta, de que las personas que mencionaste estén involucradas, lo que sí sé es que se cometían estos delitos graves y se trataba de actos de corrupción de miles de millones de pesos. Y hay quienes están prófugos y otros que están denunciados, nada más que es muy lento, por eso hablo de la necesidad de la reforma del Poder Judicial.",corrupcion,,Corruption
13791,"Sólo en el sexenio pasado, imagínense, el saqueo en el contrato de los gasoductos, al extremo de que, además de pagar tarifas elevadísimas por el transporte del gas, los tubos, a los 20 años, no pasaban al gobierno si no se le quedaban a la empresa que había obtenido el contrato con la Comisión Federal de Electricidad.",corrupcion,,Corruption
2001,"Extorsión, ahí está, víctimas de extorsión a nivel nacional, esto es lo que tenemos, aquí tenemos un incremento. ¿No tenemos otra?",corrupcion,,Corruption
18821," No, no tengo más información. Lo que sabemos —esto María Luisa lo conoce bien— es lo de las concesiones que entregaron para la explotación de bancos de materiales en Playa del Carmen, ahí en la zona turística, bellísima, del Caribe. Ahí entregaron, imagínense, permisos para la explotación de bancos de materiales y la extracción de esa grava era para llevársela y se usaba para construir caminos en Estados Unidos. Entonces, eso es lo que ahora ya no se permite y es parte del enojo, y por eso los seudoambientalistas se nos lanzaron muy fuerte con lo del Tren Maya, pero ahí vamos avanzando.",corrupcion,,Corruption
7040,"No cerramos el aeropuerto — como lo tenían contemplado— actual, no se cerró el aeropuerto militar de Santa Lucía, pero no hay corrupción. Ustedes saben, nada más que no se hacen las publicaciones, porque ustedes pueden hacer la investigación, pero al momento de ir allá, al departamento de corte y confección ahí ya no pasa, pero una empresa periodística iba a hacer la pista principal del aeropuerto de Texcoco.",corrupcion,,Corruption
5749,"Entonces, es entendible, no es para enojarse, de que ellos un día sí y el otro también estén atacándonos, y que defiendan a García Luna, y que defiendan a Calderón, y que defiendan a Fox, y que defiendan a Claudio X. González, porque ellos son los que los apoyan. Y es pues una componenda, una relación de complicidad, pero eso no nos afecta; al contrario.",corrupcion,,Corruption
6323,"Fue una iniciativa de algunos legisladores politiqueros, que piensan que con eso pueden obtener votos en Estados Unidos, culpando a México de lo que lamentablemente está sucediendo en Estados Unido que por consumo de droga y en especial de fentanilo están muriendo muchos jóvenes, algo que nosotros lamentamos, pero se les aclara de que en México no se produce el fentanilo, este es un químico que se introduce de Asia, que llega a México para ser transportado a Estados Unidos, pero también llega de manera directa a Estados Unidos y llega a Canadá.",corrupcion,,Corruption
5186,"Pero, bueno, afortunadamente están las redes sociales, que en los últimos tiempos surgieron como una bendición, con todos sus defectos, con todas las manipulaciones que también se dan de manejo de bots, son más abiertas y cualquier ciudadano puede manifestarse. Si tiene un teléfono, puede en el internet subir cualquier mensaje. Eso no existía, era nada más el New York Times, el Washington Post y el Wall Street Journal y el Financial Times, y El Excélsior y El Universal, y Televisa y Azteca, y la W y Radio Fórmula y ya.",corrupcion,,Corruption
15190,"El aeropuerto de la Ciudad de México lo tenían estimado en 300 mil millones. Les pagamos, porque se apresuraron. Cuando gané, desde antes, que ya veían que iba yo a ganar, empezaron a dar contratos a diestra y siniestra porque pensaron: ‘Si le apuramos, ya no van a poder dar marcha atrás, no se va a atrever’, y entonces contratos y contratos y contratos, 100 mil millones.",corrupcion,,Corruption
1595,"Y no sólo en lo federal, en lo nacional; en los estados. Yo iba a Coahuila, lo acabo de recordar, y me cercaban cuando estaban los Moreira en su apogeo me presionaban para sacarme una nota y poderla manejar al día siguiente en contra nuestra, un asedio, pero una nube de periodistas rodeando, hasta me golpeaban con las grabadoras y los micrófonos, mandados por los gobiernos estatales, en todos lados. Y todavía sigue existiendo eso, porque los convenios con los medios son jugosísimos.",corrupcion,,Corruption
2549," Temixco. Es que estamos viendo lo de la fuga de hidrocarburos, de gasolina en Jilotepec, en el Estado de México, y me quedé con eso, que hay una contaminación ahí de unos manantiales por huachicol.",corrupcion,,Corruption
11459," Pues se está haciendo la investigación y ya hay detenidos, hay personas que están siendo procesadas; no sé exactamente cuántos ahora estén ya en la cárcel por este hecho, cuántos están siendo procesados. Fue una tragedia muy lamentable.",corrupcion,,Corruption
21512,"En este caso también se usaba para solicitar dinero para los trámites, para agilizar trámites. Había casos en donde para hacer o autorizar los estudios de impacto ambiental, las famosas MIA, los servidores le decían a los que hacían la solicitud: ‘Ve a ver a este experto, él te va a hacer el estudio y no vas a tener ningún problema’, y el experto estaba vinculado con el funcionario.",corrupcion,,Corruption
1761,"Pero ellos ganaron, se quedaron con ese presupuesto, los partidos también con muchísimo dinero. En vez de 500 diputados, estábamos proponiendo 300, quitar a los plurinominales; ellos ganaron porque ‘el INE no se toca’, y van a haber 500.",corrupcion,,Corruption
7478," A ver, espérate, pero vamos primero, te contesto eso primero. O sea, yo di aquí una instrucción desde el principio de cualquier persona vinculada a García Luna no podía trabajar con nosotros, creo que lo di a conocer hace dos, tres años. Entonces, si queda alguien por ahí pues, sigue vigente la instrucción para quien los haya contratado, quien los tenga bajo su mando, previa investigación, les demos las gracias. Nosotros no queremos nada, ni con estas personas que se vincularon a García Luna ni con los que defendían a los delincuentes de cuello blanco, nada, nada, nada. Entonces, eso se va a ver.",corrupcion,,Corruption
2250,"Entonces, había muchísima vinculación con agencias, con organismos o corporaciones nacionales, la fiscalía. Todo esto de Rápido y Furioso, ni modo que no se sabía. ¿Por qué le dieron carpetazo al asunto en Estados Unidos?",corrupcion,,Corruption
12485,"Nosotros no tenemos responsabilidad, o sea, nuestro gobierno. O sea, esa información que dieron los abogados, si es cierta, no tiene que ver. O sea, no es una indemnización que el gobierno deba dar por ley, no, nosotros tomamos la decisión para ayudar a los trabajadores y se hizo una asamblea de todos los trabajadores, y están muy contentos, pero la ambición y los abogados.",corrupcion,,Corruption
7344," Pues sí, pero el senador y otros sostienen eso, ¿no?, que hay regiones en donde domina el narcotráfico o los narcotraficantes, y no es cierto. Claro que él es muy conservador y además abogado, y en la política de allá de Estados Unidos, como se hace la política lamentablemente en otros países, ponen ahí al jefe del Departamento de Estado, al señor Blinken, entonces este le dice como al que tienen en el banquillo de los acusados: ‘Que diga el señor Blinken que en México hay regiones dominadas por el narcotráfico, que diga si es cierto, como lo es’, entonces, Blinken dice: ‘Sí’.",corrupcion,,Corruption
